population,trap_year,trap_date,count,sex,origin,fork_length,disposition,age_designation,age_best,age_cwt,age_pit,age_scale,age_length,recapture,oppunch,notes
UGR,2019,2019-06-17,1,F,Hat,705,removed,Adult,NA,NA,NA,NA,4,FALSE,,MASSIVE DORSAL INJURY
UGR,2019,2019-06-17,1,F,Hat,680,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-17,1,F,Nat,627,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP,
UGR,2019,2019-06-18,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,,RT OPERCLE TORN
UGR,2019,2019-06-18,1,F,Hat,670,removed,Adult,NA,NA,NA,NA,4,FALSE,,SEAL MARK
UGR,2019,2019-06-18,1,F,Hat,726,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-18,1,M,Hat,460,removed,Adult,3,NA,3,NA,3,FALSE,,
UGR,2019,2019-06-18,1,F,Hat,682,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-18,1,F,Hat,685,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-18,1,M,Hat,695,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-18,1,M,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,,NOT INJ.  ERY
UGR,2019,2019-06-18,1,M,Hat,695,removed,Adult,NA,NA,NA,NA,4,FALSE,,NOT INJ.  ERY
UGR,2019,2019-06-18,1,F,Hat,712,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-18,1,F,Hat,700,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-18,1,M,Nat,665,passed,Adult,NA,NA,NA,NA,4,FALSE,1ROP,
UGR,2019,2019-06-18,1,F,Hat,615,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-18,1,M,Hat,460,removed,Adult,NA,NA,NA,NA,3,FALSE,,
UGR,2019,2019-06-18,1,M,Hat,530,removed,Adult,NA,NA,NA,NA,3,FALSE,,
UGR,2019,2019-06-18,1,F,Hat,635,removed,Adult,NA,NA,NA,NA,4,FALSE,,HEADBURN
UGR,2019,2019-06-18,1,M,Hat,732,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-18,1,F,Hat,642,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-19,1,F,Hat,712,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-19,1,F,Nat,785,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP,SEAL BITE
UGR,2019,2019-06-19,1,M,Hat,742,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-19,1,M,Hat,623,removed,Adult,NA,NA,NA,NA,4,FALSE,,SEAL BITE
UGR,2019,2019-06-19,1,F,Hat,652,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-19,1,M,Hat,750,removed,Adult,NA,NA,NA,NA,4,FALSE,,SEAL BITE
UGR,2019,2019-06-20,1,F,Hat,722,removed,Adult,NA,NA,NA,NA,4,FALSE,,SEAL MARK
UGR,2019,2019-06-20,1,M,Hat,690,removed,Adult,NA,NA,NA,NA,4,FALSE,,SEAL MARK ON AD
UGR,2019,2019-06-20,1,M,Hat,705,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-20,1,F,Hat,700,removed,Adult,NA,NA,NA,NA,4,FALSE,,OLD SEAL MARK
UGR,2019,2019-06-20,1,M,Hat,490,removed,Adult,NA,NA,NA,NA,3,FALSE,,
UGR,2019,2019-06-21,1,F,Hat,675,removed,Adult,NA,NA,NA,NA,4,FALSE,,HEAD BURN
UGR,2019,2019-06-21,1,F,Hat,735,removed,Adult,NA,NA,NA,NA,4,FALSE,,CAUDAL TEAR
UGR,2019,2019-06-21,1,M,Hat,520,passed,Adult,NA,NA,NA,NA,3,FALSE,1ROP,
UGR,2019,2019-06-21,1,M,Hat,490,passed,Adult,NA,NA,NA,NA,3,FALSE,1ROP,
UGR,2019,2019-06-21,1,M,Hat,692,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-21,1,F,Hat,733,removed,Adult,NA,NA,NA,NA,4,FALSE,,BULLET HOLE NEAR OPERCLE
UGR,2019,2019-06-24,1,F,Hat,710,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-24,1,M,Hat,720,removed,Adult,NA,NA,NA,NA,4,FALSE,,SEAL BITE JAW DAMAGE
UGR,2019,2019-06-24,1,F,Hat,735,removed,Adult,NA,NA,NA,NA,4,FALSE,,
UGR,2019,2019-06-24,1,M,Hat,712,removed,Adult,NA,NA,NA,NA,4,FALSE,,HEAD BURN
UGR,2019,2019-06-26,1,M,Nat,830,removed,Adult,NA,NA,NA,NA,5,FALSE,1ROP,
UGR,2019,2019-06-26,1,M,Hat,570,passed,Adult,NA,NA,NA,NA,3,FALSE,1ROP,
UGR,2019,2019-06-26,1,F,Hat,825,passed,Adult,NA,NA,NA,NA,5,FALSE,1ROP,RADIO Code 43
UGR,2019,2019-06-26,1,M,Hat,500,removed,Adult,NA,NA,NA,NA,3,FALSE,,
UGR,2019,2019-06-28,1,F,Nat,670,passed,Adult,NA,NA,NA,NA,4,FALSE,1ROP,
UGR,2019,2019-06-28,1,F,Hat,750,passed,Adult,NA,NA,NA,NA,4,FALSE,1ROP,RADIO Code 33
UGR,2019,2019-07-01,1,F,Hat,725,passed,Adult,NA,NA,NA,NA,4,FALSE,1ROP,RADIO 1.2 down: Code 37
UGR,2019,2019-07-01,1,F,Hat,680,passed,Adult,NA,NA,NA,NA,4,FALSE,1ROP,RADIO up mile tag only: Code 36
UGR,2019,2019-07-01,1,F,Nat,670,passed,Adult,NA,NA,NA,NA,4,FALSE,1ROP,
UGR,2019,2019-07-01,1,F,Hat,700,passed,Adult,NA,NA,NA,NA,4,FALSE,1ROP,RADIO 1.6 down:  Code 41
UGR,2019,2019-07-01,1,M,Hat,450,passed,Adult,NA,NA,NA,NA,3,FALSE,1ROP,UPPER CAUDAL GONE
UGR,2019,2019-07-01,1,M,Nat,460,passed,Adult,NA,NA,NA,NA,3,FALSE,1ROP,
LOS,1997,1997-07-18,1,F,Nat,808,removed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-07-22,1,F,Nat,810,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-07-31,1,F,Nat,832,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-07-31,1,M,Nat,729,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-03,1,M,Hat,704,removed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-03,1,F,Nat,825,removed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-04,1,F,Nat,837,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-06,1,M,Nat,744,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-06,1,F,Nat,745,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-06,1,M,Nat,805,removed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-16,1,F,Nat,770,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-16,1,M,Nat,870,passed,Adult,NA,NA,NA,NA,5,FALSE,ND,
LOS,1997,1997-08-16,1,M,Nat,732,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-19,1,F,Nat,810,removed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-08-22,1,M,Nat,832,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-02,1,M,Nat,834,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-02,1,F,Nat,793,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-02,1,F,Nat,773,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-02,1,M,Nat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-02,1,F,Nat,852,removed,Adult,NA,NA,NA,NA,5,FALSE,ND,
LOS,1997,1997-09-04,1,M,Nat,728,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-04,1,M,Nat,786,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-04,1,F,Nat,788,removed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-04,1,F,Hat,763,removed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-10,1,M,Nat,805,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-17,1,M,Nat,720,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1997,1997-09-22,1,M,Nat,715,passed,Adult,NA,NA,NA,NA,4,FALSE,ND,
LOS,1998,1998-06-19,1,F,Nat,880,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Abrasion on nose - trap caused
LOS,1998,1998-06-22,1,M,Nat,861,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Small laceraton -  anterior dorsal - prior
LOS,1998,1998-06-28,1,M,Nat,995,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Small laceration - right ventral - prior
LOS,1998,1998-06-30,1,F,Nat,850,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Large laceration on dorsal - prior
LOS,1998,1998-06-30,1,F,Nat,850,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Large laceration on dorsal - prior
LOS,1998,1998-06-30,1,M,Nat,690,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Clean
LOS,1998,1998-07-01,1,F,Nat,790,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Clean - red caudal fin
LOS,1998,1998-07-02,1,M,Nat,1020,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Laceration on top of dorsal fin and snout
LOS,1998,1998-07-09,1,M,Nat,810,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Abrasion on snout
LOS,1998,1998-07-10,1,F,Nat,830,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Laceration on left side of snout - prior
LOS,1998,1998-07-10,1,F,Nat,888,removed,Adult,NA,NA,NA,NA,5,FALSE,NA,Trap mortality
LOS,1998,1998-07-12,1,F,Nat,930,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Abrasion and laceration on nose - prior
LOS,1998,1998-07-12,1,M,Nat,910,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Adipose and nose abrasion - prior
LOS,1998,1998-07-13,1,F,Nat,785,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Laceration on jaw and snout - prior
LOS,1998,1998-07-15,1,M,Nat,885,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Clean
LOS,1998,1998-07-16,1,F,Nat,745,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Laceration on left jaw
LOS,1998,1998-08-01,1,F,Nat,835,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Scar on snout - prior
LOS,1998,1998-08-01,1,F,Nat,895,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Laceration in dorsal - prior
LOS,1998,1998-08-02,1,M,Nat,556,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,Scar on caudal fin - prior
LOS,1998,1998-08-02,1,M,Nat,890,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Laceration on fin - prior
LOS,1998,1998-09-10,1,M,Nat,805,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Clean
LOS,1998,1998-09-14,1,M,Nat,950,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Abraision on dorsal fin
LOS,1998,1998-09-21,1,M,Nat,757,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Clean - ripe
LOS,1999,1999-07-10,1,F,Hat,740,removed,Adult,NA,NA,NA,NA,4,FALSE,NULL,REMOVED FROM POPULATION-KILLED
LOS,1999,1999-07-19,1,M,Nat,745,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,
LOS,1999,1999-07-23,1,M,Nat,580,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,
LOS,1999,1999-07-24,1,M,Nat,770,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,
LOS,1999,1999-07-28,1,M,Hat,525,passed,Jack,NA,NA,NA,NA,3,FALSE,ND,Escaped from trap
LOS,1999,1999-07-29,1,F,Nat,734,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOP,
LOS,1999,1999-07-29,1,F,Nat,774,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOP,
LOS,1999,1999-07-29,1,F,Nat,735,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOP,
LOS,1999,1999-07-29,1,F,Nat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,Returned to river - reason not given
LOS,1999,1999-07-29,1,M,Nat,930,removed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,Returned to river - reason not given
LOS,1999,1999-08-10,1,F,Nat,813,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOW,
LOS,1999,1999-08-11,1,F,Nat,650,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOW,
LOS,1999,1999-08-12,1,F,Nat,790,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOW,
LOS,1999,1999-08-27,1,M,Nat,840,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOPL,
LOS,2000,2000-06-22,1,M,Nat,790,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOP,Opercle hole not completely punched
LOS,2000,2000-06-23,1,M,Nat,472,passed,Jack,NA,NA,NA,NA,3,FALSE,2LOP,"clean, jack"
LOS,2000,2000-06-24,1,F,Nat,726,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOP,clean
LOS,2000,2000-06-24,1,M,Nat,487,passed,Jack,NA,NA,NA,NA,3,FALSE,2LOP,clean
LOS,2000,2000-06-25,1,M,Nat,953,passed,Adult,NA,NA,NA,NA,5,FALSE,2LOP,clean
LOS,2000,2000-06-26,1,F,Nat,537,passed,Jack,NA,NA,NA,NA,3,FALSE,2LOP,clean
LOS,2000,2000-06-28,1,M,Nat,950,passed,Adult,NA,NA,NA,NA,5,FALSE,2LOP,injured jaw
LOS,2000,2000-06-29,1,F,Nat,775,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOP,clean
LOS,2000,2000-07-13,1,M,Nat,755,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,whitemark on left side of head
LOS,2000,2000-07-13,1,F,Nat,850,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean
LOS,2000,2000-07-13,1,F,Nat,740,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean
LOS,2000,2000-07-14,1,F,Nat,780,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP,laceration on nose
LOS,2000,2000-07-14,1,M,Nat,840,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,small wound by tail
LOS,2000,2000-07-15,1,M,Nat,841,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP,small laceration on head
LOS,2000,2000-07-16,1,M,Hat,597,passed,Jack,NA,NA,NA,NA,3,FALSE,1LOP,clean
LOS,2000,2000-07-16,1,M,Nat,785,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP,clean
LOS,2000,2000-07-17,1,M,Nat,471,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean
LOS,2000,2000-07-19,1,F,Nat,705,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP,"clean, porpoise head"
LOS,2000,2000-07-20,1,M,Nat,804,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP,clean
LOS,2000,2000-07-20,1,M,Hat,603,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean
LOS,2000,2000-07-21,1,M,Hat,591,passed,Jack,NA,NA,NA,NA,3,FALSE,1LOP,clean
LOS,2000,2000-07-23,1,M,Nat,590,passed,Jack,NA,NA,NA,NA,3,FALSE,1ROP,clean
LOS,2000,2000-07-29,1,M,Hat,545,passed,Jack,NA,NA,NA,NA,3,FALSE,1ROP,clean
LOS,2000,2000-07-29,1,M,Hat,555,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean
LOS,2000,2000-07-31,1,M,Nat,775,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean
LOS,2000,2000-08-03,1,M,Hat,576,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean
LOS,2000,2000-08-04,1,M,Nat,798,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, mouth deformity, all fish from here on inje"
LOS,2000,2000-08-21,1,F,Nat,720,passed,Adult,NA,NA,NA,NA,4,FALSE,2ROP,"clean, wound on side, weak"
LOS,2000,2000-08-21,1,M,Nat,735,passed,Adult,NA,NA,NA,NA,4,FALSE,2ROP,"clean, ripe"
LOS,2000,2000-08-25,1,M,Nat,759,passed,Adult,NA,NA,NA,NA,4,FALSE,2ROP,"clean, small wear spot on gill plate"
LOS,2000,2000-08-26,1,M,Nat,794,passed,Adult,NA,NA,NA,NA,4,FALSE,2ROP,"clean, ripe"
LOS,2000,2000-08-26,1,M,Hat,605,passed,Jack,NA,NA,NA,NA,3,FALSE,2ROP,"clean, ripe"
LOS,2000,2000-08-26,1,M,Nat,805,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, ripe"
LOS,2000,2000-08-26,1,M,Nat,808,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, ripe"
LOS,2000,2000-08-30,1,M,Nat,753,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, ripe"
LOS,2000,2000-08-30,1,M,Hat,530,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,"clean, ripe"
LOS,2000,2000-08-30,1,F,Nat,795,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, close to ripe"
LOS,2000,2000-08-31,1,M,Hat,561,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean ripe
LOS,2000,2000-08-31,1,M,Nat,776,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean ripe
LOS,2000,2000-08-31,1,M,Hat,514,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean ripe
LOS,2000,2000-08-31,1,F,Nat,703,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, not ripe"
LOS,2000,2000-09-01,1,M,Nat,545,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,F,Nat,778,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,F,Nat,781,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,F,Nat,766,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,M,Hat,611,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,M,Hat,600,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,M,Nat,789,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,M,Hat,575,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,M,Nat,831,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,F,Nat,772,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,clean ripe
LOS,2000,2000-09-01,1,F,Nat,693,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, not ripe, injected"
LOS,2000,2000-09-02,1,F,Nat,774,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, not ripe, injected"
LOS,2000,2000-09-02,1,F,Nat,705,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"ripe, porpoise head"
LOS,2000,2000-09-02,1,M,Nat,927,passed,Adult,NA,NA,NA,NA,5,FALSE,3ROP,"clean, ripe, spinal injury (old)"
LOS,2000,2000-09-02,1,M,Hat,534,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,clean
LOS,2000,2000-09-02,1,M,Nat,798,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, ripe"
LOS,2000,2000-09-03,1,M,Hat,675,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,ripe
LOS,2000,2000-09-03,1,M,Hat,607,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,"clean, ripe"
LOS,2000,2000-09-03,1,M,Nat,790,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, ripe"
LOS,2000,2000-09-03,1,F,Nat,752,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"clean, ripe, bleeding from gills"
LOS,2000,2000-09-03,1,M,Nat,835,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,ripe
LOS,2000,2000-09-03,1,M,Hat,584,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,ripe
LOS,2000,2000-09-03,1,M,Nat,777,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,ripe
LOS,2000,2000-09-03,1,M,Nat,534,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,"clean, ripe"
LOS,2000,2000-09-04,1,M,Hat,577,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,"ripe, clean"
LOS,2000,2000-09-04,1,M,Hat,512,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,"ripe, clean"
LOS,2000,2000-09-04,1,M,Nat,528,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,"ripe, clean"
LOS,2000,2000-09-04,1,M,Hat,584,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,"L-35 tag on backwards, ripe, clean"
LOS,2000,2000-09-04,1,M,Hat,614,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,"ripe, clean"
LOS,2000,2000-09-05,1,M,Nat,730,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"ripe, clean"
LOS,2000,2000-09-05,1,M,Hat,539,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,ripe
LOS,2000,2000-09-05,1,M,Hat,586,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,ripe
LOS,2000,2000-09-05,1,M,Hat,806,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"ripe, clean, radiotag G5 / VI Tag"
LOS,2000,2000-09-05,1,F,Nat,704,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,"ripe, clean"
LOS,2000,2000-09-06,1,M,Nat,770,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,ripe
LOS,2000,2000-09-06,1,M,Hat,585,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,ripe
LOS,2000,2000-09-06,1,M,Hat,564,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,ripe
LOS,2000,2000-09-07,1,M,Nat,782,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,ripe
LOS,2000,2000-09-07,1,F,Nat,715,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,ripe
LOS,2000,2000-09-08,1,M,Hat,542,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,ripe
LOS,2000,2000-09-08,1,M,Nat,716,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,ripe
LOS,2000,2000-09-10,1,M,Nat,551,passed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,ripe
LOS,2000,2000-09-10,1,M,Hat,572,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,ripe
LOS,2000,2000-09-13,1,M,Nat,800,passed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,
LOS,2000,2000-09-13,1,F,Nat,795,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,
LOS,2000,2000-09-13,1,M,Nat,785,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,
LOS,2000,2000-09-13,1,M,Nat,700,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,
LOS,2000,2000-09-13,1,M,Nat,534,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,
LOS,2000,2000-09-13,1,M,Nat,530,removed,Jack,NA,NA,NA,NA,3,FALSE,3ROP,
LOS,2000,2000-09-20,1,M,Nat,775,removed,Adult,NA,NA,NA,NA,4,FALSE,3ROP,
LOS,2009,2009-06-11,1,M,Hat,680,removed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,JT ceromonial harvest
LOS,2009,2009-06-11,1,F,Hat,755,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,1.0 / 0.25
LOS,2009,2009-06-14,1,M,Hat,784,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,OXT .27/ERYTH 1.08
LOS,2009,2009-06-22,1,M,Hat,543,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,WEAK CWT DETECTION
LOS,2009,2009-06-23,1,M,Hat,510,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                 ,
LOS,2009,2009-06-24,1,M,Nat,550,passed,Jack,NA,NA,NA,NA,3,FALSE,1LOP                ,
LOS,2009,2009-06-24,1,M,Hat,510,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Hat,790,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,M,Hat,830,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,775,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,730,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,760,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,775,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,750,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,M,Hat,720,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,765,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,810,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,M,Hat,775,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,770,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,M,Hat,735,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,PARTIAL CLIP
LOS,2009,2009-06-25,1,F,Hat,795,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,M,Hat,660,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
